day,asset_price,corporate_balance,noise_count,fundamentalist_count,chartist_count,noise_wealth,fundamentalist_wealth,chartist_wealth
497,100.0,1138738.2884179533,45,30,25,21487.907642819573,21189.521738248237,18961.08425250008
498,98.89,1138738.2884179533,45,30,25,21376.53622708708,20954.909082500693,18935.23836626271
499,101.52,1138738.2884179533,45,30,25,21642.009080619762,21510.80776044355,18990.480936003925
500,102.75,1138738.2884179533,45,30,25,21766.132028592303,21770.79310541016,19023.291654087534
501,104.86,1138738.2884179533,45,30,25,21978.79418998041,22216.781117400562,19087.374812316306
502,102.75,1138738.2884179533,45,30,25,21767.7572480465,21770.801796414777,19030.639095166105
503,100.0,1138738.2884179533,45,30,25,21491.984235654698,21189.547809119504,18945.91909125612
504,100.0,1138738.2884179533,45,30,25,21492.92241147801,21189.552155514775,18947.219194195128
505,103.95,1138738.2884179533,45,30,25,21890.712054979893,22024.454835600616,19078.299231058903
506,105.98,1138738.2884179533,45,30,25,22095.72446494451,22453.533516043724,19160.242587274992
507,102.75,1138738.2884179533,45,30,25,21771.269389565256,21770.823530177462,19043.913018604202
508,102.21,1138738.2884179533,45,30,25,21717.52774153909,21656.68987800186,19025.16210572331
509,102.75,1138738.2884179533,45,30,25,21771.51552787219,21770.832226183615,19053.078533135966
510,100.0,1138738.2884179533,45,30,25,21497.642876011396,21189.57824138942,18928.969776029102
511,100.0,1138738.2884179533,45,30,25,21498.586968407522,21189.582590285972,18930.151116010693
512,97.25,1138738.2884179533,45,30,25,21224.468991919744,20608.328606206636,18808.55181609462
513,97.25,1138738.2884179533,45,30,25,21225.274467370476,20608.332955818103,18812.086768483237
514,97.25,1138738.2884179533,45,30,25,21225.33058046996,20608.337305787074,18816.28515649804
515,97.25,1138738.2884179533,45,30,25,21225.700562618793,20608.34165611358,18820.819486649183
516,97.25,1138738.2884179533,45,30,25,21225.557340847656,20608.34600679764,18825.63901667308
517,100.0,1138738.2884179533,45,30,25,21503.268433348705,21189.60869117263,18912.517582619657
518,100.0,1138738.2884179533,45,30,25,21504.207380794953,21189.613042571906,18913.816255297683
519,97.55,1138738.2884179533,45,30,25,21259.304963438968,20671.769060995495,18838.648722636914
520,97.25,1138738.2884179533,45,30,25,21229.07221991522,20608.363413110095,18834.09534800773
521,97.7,1138738.2884179533,45,30,25,21275.08196587416,20703.48276558241,18847.245815274873
522,97.25,1138738.2884179533,45,30,25,21229.218155493803,20608.372118412455,18841.57872683446
523,99.43,1138738.2884179533,45,30,25,21450.400313208404,21069.15580493361,18883.705907061634
524,100.0,1138738.2884179533,45,30,25,21509.031364159844,21189.639158479215,18895.168632599198
525,100.0,1138738.2884179533,45,30,25,21509.96582524333,21189.643512382652,18896.576673856674
526,102.75,1138738.2884179533,45,30,25,21787.8356855492,21770.906199977275,18949.856923007555
527,102.25,1138738.2884179533,45,30,25,21736.995763712814,21665.227221263118,18943.333029621117
528,104.02,1138738.2884179533,45,30,25,21914.833530056636,22039.35057624021,18991.90158563097
529,102.75,1138738.2884179533,45,30,25,21788.159593336808,21770.919264908578,18962.955658225877
530,102.75,1138738.2884179533,45,30,25,21788.793608101358,21770.923620601585,18966.666245640637
531,100.0,1138738.2884179533,45,30,25,21513.266778328656,21189.66964331926,18881.940314208456
532,100.0,1138738.2884179533,45,30,25,21514.20669246949,21189.673999728297,18883.23448913807
533,105.41,1138738.2884179533,45,30,25,22058.702240144103,22333.172023162064,19063.77899799365
534,99.25,1138738.2884179533,45,30,25,21440.70235517022,21031.15771362059,18849.68458039491
535,102.3,1138738.2884179533,45,30,25,21746.33573478398,21675.83040443723,18963.739169250744
536,103.76,1138738.2884179533,45,30,25,21892.84711238255,21984.430095612028,19027.405800796798
537,102.75,1138738.2884179533,45,30,25,21792.621717879698,21770.954120478335,18989.128124303264
538,100.0,1138738.2884179533,45,30,25,21519.916395249536,21189.70014570285,18866.00681668059
539,100.0,1138738.2884179533,45,30,25,21520.86670627627,21189.704504618934,18867.18560593675
540,100.52,1118153.8804556897,53,24,23,21609.04026696982,21804.183612877423,19011.130390620958
541,97.25,1118153.8804556897,53,24,23,21250.057022010096,21107.35570976186,18875.114042607573
542,97.25,1118153.8804556897,53,24,23,21250.245856791083,21106.511532269626,18879.73297472494
543,97.75,1118153.8804556897,53,24,23,21305.265171492243,21212.78198879364,18901.5956571297
544,97.75,1118153.8804556897,53,24,23,21305.37723405959,21212.602077166655,18905.02841517019
545,100.0,1118153.8804556897,53,24,23,21553.9556572462,21694.59332613875,18977.54534305661
546,100.0,1118153.8804556897,53,24,23,21554.82188747302,21694.61582696008,18978.8449864499
547,98.47,1118153.8804556897,53,24,23,21386.368212578334,21366.48879775252,18931.073624996756
548,97.25,1118153.8804556897,53,24,23,21252.11334408051,21103.020712125453,18900.334196350985
549,97.25,1118153.8804556897,53,24,23,21251.84858621909,21102.589376362845,18905.214004712496
550,97.25,1118153.8804556897,53,24,23,21252.684671864245,21101.49288569605,18909.914311961318
551,94.88,1118153.8804556897,53,24,23,20992.883468642114,20590.064516948205,18871.700338330353
552,100.0,1118153.8804556897,53,24,23,21557.336776099524,21694.714355675627,18961.714752390322
553,100.0,1118153.8804556897,53,24,23,21558.20373971402,21694.724195211707,18963.131021976882
554,99.58,1118153.8804556897,53,24,23,21512.512704993234,21604.181159998076,18954.445743026645
555,104.77,1118153.8804556897,53,24,23,22086.964594847876,22724.79714214821,19038.43052405473
556,103.0,1118153.8804556897,53,24,23,21891.312450126785,22342.69218630059,19013.12488813923
557,101.7,1118153.8804556897,53,24,23,21747.879986582808,22061.686955909227,18989.1708975852
558,100.05,1118153.8804556897,53,24,23,21565.47142344333,21704.825566391046,18947.65034691605
559,100.0,1118153.8804556897,53,24,23,21560.800339932426,21694.016312727555,18947.73691716493
560,100.0,1118153.8804556897,53,24,23,21561.661402659684,21694.02164283545,18949.086641819227
561,105.53,1118153.8804556897,53,24,23,22175.639062085003,22890.1198900481,19099.01321307465
562,107.06,1118153.8804556897,53,24,23,22345.501698439537,23221.051471032217,19156.586929213725
563,102.67,1118153.8804556897,53,24,23,21859.11147929417,22271.63762061574,19026.371891158935
564,101.5,1118153.8804556897,53,24,23,21729.88948788085,22018.434405968117,18989.152140885795
565,102.25,1118153.8804556897,53,24,23,21812.37306568402,22180.751191672713,19019.63449192742
566,100.0,1118153.8804556897,53,24,23,21566.037086238775,21693.817977729566,18932.235902034332
567,100.0,1118153.8804556897,53,24,23,21566.904008230216,21693.822264138693,18933.467848171378
568,97.25,1118153.8804556897,53,24,23,21264.26876298411,21098.680717566796,18828.951276138647
569,98.28,1118153.8804556897,53,24,23,21378.38828031163,21321.59417134724,18866.948688991066
570,99.87,1118153.8804556897,53,24,23,21553.756284632527,21665.700958813377,18918.71522963832
571,97.25,1118153.8804556897,53,24,23,21264.959308606278,21098.69357996524,18841.67117043922
572,97.25,1118153.8804556897,53,24,23,21264.868654245038,21098.697868136198,18845.870800063472
573,100.0,1118153.8804556897,53,24,23,21569.73604587707,21693.847989992937,18916.804470802253
574,100.0,1118153.8804556897,53,24,23,21570.59879143274,21693.852278868828,18918.151295708132
575,97.98,1118153.8804556897,53,24,23,21348.246225388746,21256.69490143056,18868.043743035592
576,100.75,1118153.8804556897,53,24,23,21654.730727463924,21856.17335767817,18923.58781630227
577,97.58,1118153.8804556897,53,24,23,21304.73257848211,21170.136814278343,18865.578120725757
578,98.39,1118153.8804556897,53,24,23,21393.42665304718,21345.438604564446,18881.222725418087
579,97.75,1118153.8804556897,53,24,23,21321.752652937495,21206.93622853651,18874.88436259197
580,100.0,1118153.8804556897,53,24,23,21572.99784299788,21693.8780195279,18904.99641711373
581,100.0,1118153.8804556897,53,24,23,21573.856311158663,21693.88231087197,18906.44554725403
582,98.81,1118153.8804556897,53,24,23,21442.07109544865,21436.35076923542,18891.62505803154
583,98.78,1118153.8804556897,53,24,23,21438.426794633164,21429.862561284946,18892.833593093976
584,98.25,1118153.8804556897,53,24,23,21379.45884170903,21315.16602035391,18890.190119730418
585,98.25,1118153.8804556897,53,24,23,21379.432808624213,21315.170313109007,18892.88338416663
586,98.16,1118153.8804556897,53,24,23,21369.49682455299,21295.697106216932,18894.579628993153
587,100.0,1118153.8804556897,53,24,23,21576.18674529761,21693.908066344386,18905.690514513586
588,100.0,1118153.8804556897,53,24,23,21577.039755014786,21693.912360158058,18907.201524216387
589,101.15,1118153.8804556897,53,24,23,21706.103423589906,21942.795820991316,18913.248978829513
590,102.94,1118153.8804556897,53,24,23,21906.017949603236,22330.18594884418,18932.590801124774
591,103.85,1118153.8804556897,53,24,23,22008.41445771019,22527.129410383353,18950.54985355444
592,105.45,1118153.8804556897,53,24,23,22187.827241813677,22873.40037227553,18984.722325868017
593,102.25,1118153.8804556897,53,24,23,21831.620630831272,22180.87133452074,18931.87569359855
594,100.0,1118153.8804556897,53,24,23,21581.240602071273,21693.938130452345,18888.557865458908
595,100.0,1118153.8804556897,53,24,23,21582.096492709272,21693.94242673704,18889.94667319759
596,104.62,1118153.8804556897,53,24,23,22098.9143089336,22693.791723374856,18991.13817872125
597,102.75,1118153.8804556897,53,24,23,21890.090388413493,22289.096853699153,18952.58036480025
598,102.75,1118153.8804556897,53,24,23,21889.568354699055,22289.10115104329,18957.135742040657
599,102.75,1118153.8804556897,53,24,23,21890.275734963958,22289.105448740636,18961.36209765437
600,102.75,1118153.8804556897,53,24,23,21890.355652818136,22289.10974679122,18965.438222556168
601,100.0,1118153.8804556897,53,24,23,21585.394630197345,21693.96821186173,18870.08981016481
602,100.0,1118153.8804556897,53,24,23,21586.254432956448,21693.972510618867,18871.350197010554
603,100.75,1118153.8804556897,53,24,23,21671.159402129426,21856.28930972933,18892.058069799823
604,93.83,1118153.8804556897,53,24,23,20898.41617890905,20358.69027585981,18681.571385202453
605,96.32,1118153.8804556897,53,24,23,21176.37298778895,20897.572075677002,18761.816163940202
606,89.24,1118153.8804556897,53,24,23,20388.36007415378,19365.34637584761,18595.878277998225
607,97.75,1118153.8804556897,53,24,23,21337.682367126592,21207.056509704984,18802.979527283922
608,100.0,1118153.8804556897,53,24,23,21590.239305388644,21693.998310582494,18852.191119109277
609,100.0,1118153.8804556897,53,24,23,21591.093483662677,21694.002611813503,18853.56586739661
610,98.19,1118153.8804556897,53,24,23,21388.457204862894,21302.292746731368,18816.36580651611
611,97.25,1118153.8804556897,53,24,23,21284.20325498865,21098.865382002787,18802.331440623995
612,100.39,1118153.8804556897,53,24,23,21635.22903296117,21778.41801762779,18847.505290832767
613,97.25,1118153.8804556897,53,24,23,21283.935717899727,21098.873986939743,18810.425004314027
614,97.75,1118153.8804556897,53,24,23,21340.549032818762,21207.086623272004,18818.62085108633
615,100.0,1118153.8804556897,53,24,23,21593.74087532468,21694.0284266246,18837.226022127095
616,100.0,1118153.8804556897,53,24,23,21594.593165234557,21694.0327303309,18838.711750055063
617,103.19,1118153.8804556897,53,24,23,21953.237990913964,22384.40620105759,18868.347821731997
618,99.25,1118153.8804556897,53,24,23,21510.916097684516,21531.728838804713,18821.362406692482
619,104.46,1118153.8804556897,53,24,23,22095.918901118086,22659.263976905615,18901.166252131876
620,102.28,1118153.8804556897,53,24,23,21851.518199012957,22187.47994869367,18868.48670113708
621,103.15,1118153.8804556897,53,24,23,21949.016696225815,22375.76675416891,18891.276525492896
622,100.0,1118153.8804556897,53,24,23,21597.486334723948,21694.05855999802,18821.69409344546
623,100.0,1118153.8804556897,53,24,23,21598.340005645197,21694.062866181033,18823.05525152571
624,99.25,1118153.8804556897,53,24,23,21515.929140967186,21531.75467271798,18797.168328150303
625,101.61,1118153.8804556897,53,24,23,21779.78379853137,22042.50231294222,18858.89147655773
626,102.75,1118153.8804556897,53,24,23,21907.58022528485,22289.22162018712,18896.40335202302
627,102.75,1118153.8804556897,53,24,23,21907.512922468624,22289.22592778604,18901.342122857088
628,102.75,1118153.8804556897,53,24,23,21907.45002449404,22289.23023573901,18906.185931246433
629,100.0,1118153.8804556897,53,24,23,21602.436662044987,21694.088710712724,18804.837864932266
630,100.0,1118153.8804556897,53,24,23,21603.296011731043,21694.09301937388,18806.076856966432
631,102.2,1118153.8804556897,53,24,23,21847.137213215938,22170.213995055834,18891.395878657688
632,102.25,1118153.8804556897,53,24,23,21851.829189572814,22181.039137758624,18896.69026094163
633,102.75,1118153.8804556897,53,24,23,21906.948525555403,22289.25178081561,18922.37874221981
634,105.15,1118153.8804556897,53,24,23,22170.83344155433,22808.656090893488,19043.263255340375
635,103.6,1118153.8804556897,53,24,23,22001.753632319927,22473.21456799228,18972.932698434666
636,100.0,1118153.8804556897,53,24,23,21605.602828389656,21694.11887877869,18788.885603421877
637,100.0,1118153.8804556897,53,24,23,21606.470963731637,21694.12318991941,18790.00381770086
638,100.48,1118153.8804556897,53,24,23,21659.716047759583,21798.007501414475,18809.08532487549
639,101.25,1118153.8804556897,53,24,23,21745.580757645188,21964.65264659724,18837.495800521083
640,97.25,1118153.8804556897,53,24,23,21303.1472079024,21098.9902921344,18660.066025210395
641,97.25,1118153.8804556897,53,24,23,21303.644408221277,21098.99460469266,18664.211300127106
642,97.25,1118153.8804556897,53,24,23,21303.595656831127,21098.998917605375,18668.498527916694
643,100.0,1118153.8804556897,53,24,23,21609.501706981777,21694.149064205907,18772.56013768254
644,100.0,1118153.8804556897,53,24,23,21610.36537528284,21694.153377827624,18773.79576204168
645,98.16,1118153.8804556897,53,24,23,21406.42269073004,21295.951025137216,18707.143224613843
646,97.25,1118153.8804556897,53,24,23,21305.092820645423,21099.01617280138,18680.48724211995
647,100.75,1118153.8804556897,53,24,23,21694.852864344015,21856.47882082015,18787.12583753745
648,97.25,1118153.8804556897,53,24,23,21305.49490006063,21099.024802526885,18689.7005361113
649,97.25,1118153.8804556897,53,24,23,21305.60659084495,21099.029117921615,18694.945671169276
650,100.0,1118153.8804556897,53,24,23,21614.099613885395,21694.179267004365,18757.164045798596
651,100.0,1118153.8804556897,53,24,23,21614.955914848128,21694.1835831085,18758.523836530174
652,88.75,1118153.8804556897,53,24,23,20358.916040502758,19259.500399567387,18537.6242876142
653,100.75,1118153.8804556897,53,24,23,21699.53783482423,21856.504716381052,18762.796113150263
654,95.0,1118153.8804556897,53,24,23,21059.077366591035,20612.113200216187,18678.2907327814
655,98.25,1118153.8804556897,53,24,23,21420.05745878899,21315.47168440616,18726.14958631467
656,97.75,1118153.8804556897,53,24,23,21364.23460747778,21207.267668950997,18724.072187646005
657,100.0,1118153.8804556897,53,24,23,21617.935268231155,21694.20948718406,18745.496413948502
658,100.0,1118153.8804556897,53,24,23,21618.786942375616,21694.213805772048,18746.964239145123
659,102.75,1118153.8804556897,53,24,23,21928.025400288967,22289.363958048325,18776.2192217909
660,102.75,1118153.8804556897,53,24,23,21927.94402715773,22289.368277346246,18781.152362927416
661,111.4,1118153.8804556897,53,24,23,22896.25347991251,24161.376763665845,18940.402601072645
662,98.75,1118153.8804556897,53,24,23,21479.95434134379,21423.710250340482,18708.158590775736
663,103.94,1118153.8804556897,53,24,23,22060.75427069934,22546.917070703523,18820.918936394515
664,100.0,1118153.8804556897,53,24,23,21620.18120112792,21694.239724755,18732.50702439615
665,100.0,1118153.8804556897,53,24,23,21621.036881125863,21694.244045828265,18733.858701746292
666,102.25,1118153.8804556897,53,24,23,21872.475343514827,22181.18586725669,18789.338862705492
667,102.87,1118153.8804556897,53,24,23,21941.992866730212,22315.368522373636,18809.58312852232
668,101.75,1118153.8804556897,53,24,23,21816.710433046224,22072.98617784579,18780.642702742567
669,101.87,1118153.8804556897,53,24,23,21830.700866081217,22098.96050033986,18785.54525104428
670,99.17,1118153.8804556897,53,24,23,21532.455995204095,21514.639823189205,18687.14028985522
671,100.0,1118153.8804556897,53,24,23,21624.86085657902,21694.26997972718,18719.4419593847
672,100.0,1118153.8804556897,53,24,23,21625.730883796783,21694.274303287162,18720.672860510607
673,97.57,1118153.8804556897,53,24,23,21357.547994865916,21168.3861272025,18632.75602608291
674,100.89,1118153.8804556897,53,24,23,21724.589087338954,21886.893784806565,18740.626161485383
675,97.25,1118153.8804556897,53,24,23,21322.089111691486,21099.141442766046,18629.08279125021
676,97.5,1118153.8804556897,53,24,23,21350.22718375546,21153.249934414307,18639.96474165184
677,97.25,1118153.8804556897,53,24,23,21323.01309229001,21099.150093084714,18637.314691180134
678,100.0,1118153.8804556897,53,24,23,21628.661760081148,21694.300252110632,18701.435812042186
679,100.0,1118153.8804556897,53,24,23,21629.527480153585,21694.30457815875,18702.78530468189
680,96.88,1118153.8804556897,53,24,23,21284.515652734743,21019.08890456243,18636.344184376343
681,96.88,1118153.8804556897,53,24,23,21284.46520752383,21019.093231321713,18641.51212445644
682,97.99,1118153.8804556897,53,24,23,21407.650123778723,21259.320058436617,18662.142629099784
683,97.25,1118153.8804556897,53,24,23,21324.780198169952,21099.17605257384,18655.939873070052
684,97.25,1118153.8804556897,53,24,23,21325.268044535685,21099.180380400077,18659.527403388693
685,100.0,1118153.8804556897,53,24,23,21631.59021233765,21694.330541915362,18684.904600995407
686,100.0,1118153.8804556897,53,24,23,21632.454904034515,21694.334870453054,18686.36887546529
687,102.25,1118153.8804556897,53,24,23,21881.72608674685,22181.276699346516,18709.77264207049
688,102.25,1118153.8804556897,53,24,23,21881.780216534135,22181.28102859578,18712.956895630796
689,102.52,1118153.8804556897,53,24,23,21912.19252722522,22239.717858200867,18720.53640434804
690,101.52,1118153.8804556897,53,24,23,21802.033434251007,22023.305521495146,18705.192558310115
691,104.45,1118153.8804556897,53,24,23,22126.07884646391,22657.41068514532,18772.068547543422
692,100.0,1118153.8804556897,53,24,23,21636.77477262405,21694.360849151402,18670.288224156204
693,100.0,1118153.8804556897,53,24,23,21637.642468208982,21694.3651801801,18671.63192424449
694,102.68,1118153.8804556897,53,24,23,21932.58937795208,22274.36617823144,18738.555895431604
695,98.75,1118153.8804556897,53,24,23,21501.211488665063,21423.853009972114,18629.39045245871
696,101.98,1118153.8804556897,53,24,23,21856.23742751524,22122.883175402163,18723.55167681248
697,103.66,1118153.8804556897,53,24,23,22041.799583723234,22486.46750785493,18782.83051058232
698,104.69,1118153.8804556897,53,24,23,22154.926464000015,22709.381007330463,18828.419080812066
699,100.0,1118153.8804556897,53,24,23,21641.407173093692,21694.391173828782,18651.827485268117
700,100.0,1118153.8804556897,53,24,23,21642.2836145951,21694.39550734992,18653.048163958723
701,100.09,1118153.8804556897,53,24,23,21652.274332490964,21713.87734122724,18653.3535740884
702,97.25,1118153.8804556897,53,24,23,21342.261901954123,21099.25834212743,18541.191268152812
703,99.44,1118153.8804556897,53,24,23,21582.655992785778,21573.215176717193,18622.335601235016
704,98.71,1118153.8804556897,53,24,23,21502.541006213538,21415.235344996556,18597.15293532404
705,97.25,1118153.8804556897,53,24,23,21341.491577331562,21099.271346965554,18555.73793202124
706,100.0,1118153.8804556897,53,24,23,21646.107943435796,21694.42151595754,18635.350647527262
707,100.0,1118153.8804556897,53,24,23,21646.979098117037,21694.42585197255,18636.648252285668
708,97.25,1118153.8804556897,53,24,23,21343.470024762406,21099.28435501061,18562.853189058922
709,97.25,1118153.8804556897,53,24,23,21343.56273756874,21099.28869173842,18567.17827703507
710,98.13,1118153.8804556897,53,24,23,21441.411148716852,21289.739695489337,18588.680047586116
711,98.36,1118153.8804556897,53,24,23,21467.031112855224,21339.519866263396,18594.745631959977
712,97.93,1118153.8804556897,53,24,23,21419.544747403434,21246.465037393962,18588.797659492477
713,100.0,1118153.8804556897,53,24,23,21649.909481223454,21694.451875547715,18620.447919883787
714,100.0,1118153.8804556897,53,24,23,21650.777682623047,21694.456214058035,18621.85829618691
715,112.38,1118153.8804556897,53,24,23,23026.593468516876,24373.698886258277,18829.142908648824
716,102.75,1118153.8804556897,53,24,23,21958.417812525287,22289.610725481805,18666.501621558626
717,104.84,1118153.8804556897,53,24,23,22191.044236671456,22741.92589839532,18718.833426958096
718,100.64,1118153.8804556897,53,24,23,21725.65502430569,21832.98023833217,18619.484232190607
719,102.75,1118153.8804556897,53,24,23,21959.61408942367,22289.6237452924,18679.394360299993
720,100.0,1118153.8804556897,53,24,23,21655.80147821883,21694.482252609363,18600.213697637468
721,100.0,1118153.8804556897,53,24,23,21656.668183527203,21694.486593616428,18601.50053203781
722,102.25,1118153.8804556897,53,24,23,21905.23996574518,22181.428434980287,18671.677766214038
723,100.92,1118153.8804556897,53,24,23,21758.926400366046,21893.598610034303,18627.62212970355
724,102.75,1118153.8804556897,53,24,23,21960.651014047715,22289.64545211184,18697.2379167932
725,102.25,1118153.8804556897,53,24,23,21905.75729088792,22181.44146121293,18681.843142383063
726,102.96,1118153.8804556897,53,24,23,21984.096484550384,22335.10163733759,18714.884050100707
727,100.0,1118153.8804556897,53,24,23,21660.0985007712,21694.512647152533,18586.96620303807
728,100.0,1118153.8804556897,53,24,23,21660.974551254403,21694.51699065778,18588.130190768232
729,97.25,1118153.8804556897,53,24,23,21359.527745659725,21099.375501186692,18472.322944363972
730,97.34,1118153.8804556897,53,24,23,21369.791065277615,21118.85734540597,18479.765309841816
731,99.65,1118153.8804556897,53,24,23,21623.754926753943,21618.784189982303,18564.424771130212
732,97.75,1118153.8804556897,53,24,23,21414.868633349568,21207.59686824906,18501.391318476322
733,97.25,1118153.8804556897,53,24,23,21359.24508532628,21099.392880206266,18490.169241954947
734,100.0,1118153.8804556897,53,24,23,21664.69038841275,21694.543059187286,18570.849527455477
735,100.0,1118153.8804556897,53,24,23,21665.5602912941,21694.547405192152,18572.138614551837
736,97.25,1118153.8804556897,53,24,23,21361.01799105532,21099.40591822089,18496.881004511615
737,97.75,1118153.8804556897,53,24,23,21416.40060449812,21207.61859827353,18512.823395163996
738,98.72,1118153.8804556897,53,24,23,21524.370364092847,21417.547112016768,18536.375487660345
739,100.75,1118153.8804556897,53,24,23,21750.21820507815,21856.877292783964,18574.74768637901
740,97.25,1118153.8804556897,53,24,23,21362.379267707427,21099.423307241817,18513.318469580176
741,100.0,1118153.8804556897,53,24,23,21668.288663473228,21694.57348872369,18558.83143947226
742,100.0,1118153.8804556897,53,24,23,21669.155677664417,21694.577837229615,18560.224958673356
743,102.22,1118153.8804556897,53,24,23,21916.250221970156,22175.02718609295,18597.94069850485
744,106.4,1118153.8804556897,53,24,23,22382.483463599023,23079.65320198039,18688.601759162037
745,99.25,1118153.8804556897,53,24,23,21587.047335802155,21532.278384891968,18529.529294282896
746,102.75,1118153.8804556897,53,24,23,21976.371764337156,22289.741068161045,18620.523190364238
747,102.75,1118153.8804556897,53,24,23,21975.384613645045,22289.74541845432,18625.6411906608
748,100.0,1118153.8804556897,53,24,23,21671.886621429472,21694.60393577182,18541.420399108873
749,100.0,1118153.8804556897,53,24,23,21672.756625243488,21694.608286780236,18542.688842238756
750,104.34,1118153.8804556897,53,24,23,22152.513112682813,22633.860971479608,18686.663733784088
751,102.75,1118153.8804556897,53,24,23,21976.92627299376,22289.76282320329,18637.078626563372
752,104.48,1118153.8804556897,53,24,23,22167.899874089013,22664.168008617984,18708.924459053516
753,102.27,1118153.8804556897,53,24,23,21924.487271656617,22185.891527723714,18624.584180724276
754,100.67,1118153.8804556897,53,24,23,21749.365080386553,21839.62921385385,18554.0406815167
755,100.0,1118153.8804556897,53,24,23,21676.657244137197,21694.634400341743,18524.482656448225
756,100.0,1118153.8804556897,53,24,23,21677.535706499388,21694.6387538541,18525.628203787455
757,97.25,1118153.8804556897,53,24,23,21375.201794715198,21099.49727439095,18403.72008470373
758,92.93,1118153.8804556897,53,24,23,20901.95270625276,20164.58162861898,18231.950456383332
759,97.42,1118153.8804556897,53,24,23,21396.573170596374,21136.296816538226,18415.40681788643
760,92.5,1118153.8804556897,53,24,23,20857.760589404483,20071.531171482053,18248.038893285015
761,97.78,1118153.8804556897,53,24,23,21436.544042788493,21214.215526783817,18433.22992042475
762,100.0,1118153.8804556897,53,24,23,21681.120640696965,21694.66488244355,18504.854599405702
763,100.0,1118153.8804556897,53,24,23,21681.99995238113,21694.669238461287,18506.11503414943
764,97.25,1118153.8804556897,53,24,23,21380.5785550694,21099.52776150372,18423.237748491152
765,97.91,1118153.8804556897,53,24,23,21454.070606063207,21242.36711823754,18442.98016743714
766,97.25,1118153.8804556897,53,24,23,21382.187786743896,21099.536475329453,18429.882833737534
767,97.25,1118153.8804556897,53,24,23,21382.632358604,21099.540832779476,18434.33251451963
768,97.25,1118153.8804556897,53,24,23,21383.44331696571,21099.54519058765,18438.626196205827
769,100.0,1118153.8804556897,53,24,23,21686.458708478505,21694.695382087335,18486.875033856257
770,100.0,1118153.8804556897,53,24,23,21687.33737975209,21694.69974061189,18488.254419654157
771,102.75,1118153.8804556897,53,24,23,21989.537476941896,22289.849932828012,18540.09453183226
772,102.75,1118153.8804556897,53,24,23,21990.446321978903,22289.854292069067,18544.02066767384
773,102.61,1118153.8804556897,53,24,23,21974.666805138495,22259.56031833508,18545.03783827553
774,101.6,1118153.8804556897,53,24,23,21864.159839490836,22040.98384495942,18520.744522665547
775,102.25,1118153.8804556897,53,24,23,21935.348270523948,22181.659038608777,18542.659653773415
776,100.0,1118153.8804556897,53,24,23,21689.833107174793,21694.725899283185,18474.368109099574
777,100.0,1118153.8804556897,53,24,23,21690.71424265688,21694.730260316002,18475.63101604386
778,102.75,1118153.8804556897,53,24,23,21992.49095712037,22289.88045504059,18564.877218185356
779,98.75,1118153.8804556897,53,24,23,21554.443681672936,21424.218150123656,18422.858195985664
780,101.42,1118153.8804556897,53,24,23,21846.270993844297,22002.055012231885,18522.253820760438
781,99.49,1118153.8804556897,53,24,23,21636.102835929916,21584.375208031975,18439.8729689205
782,98.75,1118153.8804556897,53,24,23,21556.094880997054,21424.23123752396,18399.867296391858
783,100.0,1118153.8804556897,53,24,23,21692.809391582705,21694.756434041203,18458.452263149986
784,100.0,1118153.8804556897,53,24,23,21693.698503541927,21694.760797583727,18459.5916713765
785,97.25,1118153.8804556897,53,24,23,21395.523405071483,21099.619328151563,18337.443718627157
786,101.25,1118153.8804556897,53,24,23,21831.77298495161,21965.290359078077,18503.028349563647
787,100.75,1118153.8804556897,53,24,23,21778.069574085006,21857.0863903633,18474.860792103147
788,102.25,1118153.8804556897,53,24,23,21942.485007585212,22181.71575534059,18534.303535411553
789,102.25,1118153.8804556897,53,24,23,21942.252686921755,22181.720120676644,18538.696705374557
790,100.0,1118153.8804556897,53,24,23,21698.188084162954,21694.786986371495,18443.00905546928
791,100.0,1118153.8804556897,53,24,23,21699.076384597825,21694.791352425167,18444.16932700791
792,102.21,1118153.8804556897,53,24,23,21940.43024797793,22173.076552171027,18541.768879334584
793,100.68,1118153.8804556897,53,24,23,21773.733591763685,21841.963418942443,18470.212552083358
794,102.75,1118153.8804556897,53,24,23,21998.82127706176,22289.950286072766,18575.332902993618
795,103.07,1118153.8804556897,53,24,23,22034.3412228801,22359.207986895362,18596.349437717257
796,102.75,1118153.8804556897,53,24,23,21999.2623750854,22289.959021410268,18583.42860603506
797,100.0,1118153.8804556897,53,24,23,21702.688499747226,21694.817556284175,18426.285445610778
798,100.0,1118153.8804556897,53,24,23,21703.581678947077,21694.821924850447,18427.327153407972
799,97.34,1118153.8804556897,53,24,23,21414.879956967063,21119.157960442444,18279.077628903622
800,95.96,1118153.8804556897,53,24,23,21266.106532484228,20820.50732972686,18211.07502762296
801,100.75,1118153.8804556897,53,24,23,21785.640196794175,21857.147532703733,18451.401697944955
802,98.06,1118153.8804556897,53,24,23,21494.242649805983,21274.99106937309,18323.073907437614
803,97.95,1118153.8804556897,53,24,23,21482.711283368215,21251.189606401622,18320.32764129159
804,100.0,1118153.8804556897,53,24,23,21705.931272100548,21694.848143789364,18410.258705028635
805,100.0,1118153.8804556897,53,24,23,21706.823032235414,21694.852514869675,18411.41595083048
